"","formatted_address","province","citycode","city","district","adcode","lng","lat","Name","keyword","lng_wgs84","lat_wgs84","height"
"97","江苏省扬州市邗江区京华城","江苏省",514,"YZ","邗江区",321003,119.374424,32.385687,"扬州京华城休闲旅游区","京华城",119.368949781007,32.3875808305297,7
"98","江苏省镇江市京口区北固山风景区","江苏省",511,"ZJ","京口区",321102,119.456345,32.21477,"镇江北固山风景区","北固山",119.450968978462,32.2167039301113,10
"99","江苏省宿迁市泗洪县湿地公园","江苏省",527,"SQ","泗洪县",321324,118.318582,33.2373,"泗洪洪泽湖湿地公园","洪泽湖",118.313088303106,33.2388730071844,12
"100","江苏省苏州市姑苏区苏州园林","江苏省",512,"SZ","姑苏区",320508,120.629029,31.32416,"苏州园林(拙政园、虎丘、留园）","苏州园林",120.624840679556,31.3263183657415,12
"101","江苏省苏州市吴中区旺山景区","江苏省",512,"SZ","吴中区",320506,120.542009,31.21835,"苏州市旺山景区","旺山",120.537750227725,31.2205056746694,90
"102","江苏省南京市建邺区侵华日军南京大屠杀遇难同胞纪念馆","江苏省",25,"NJ","建邺区",320105,118.742372,32.03521,"侵华日军南京大屠杀遇难同胞纪念馆","大屠杀",118.737150118774,32.0372432252482,9
"103","江苏省南京市雨花台区南京科技馆","江苏省",25,"NJ","雨花台区",320114,118.784854,31.98639,"南京科技馆","南京科技馆",118.779658656367,31.9884324044908,33
"104","江苏省无锡市梁溪区东林书院","江苏省",510,"WX","梁溪区",320213,120.30854,31.57692,"无锡东林书院","东林",120.303928694747,31.5788057873092,6
"105","江苏省常州市钟楼区青枫公园","江苏省",519,"CZ","钟楼区",320404,119.898969,31.79728,"常州青枫公园","青枫",119.894281130254,31.799428629184,7
"106","江苏省常州市武进区中国春秋淹城旅游区","江苏省",519,"CZ","武进区",320412,119.932189,31.70224,"常州中国春秋淹城旅游区","春秋乐园",119.927515099293,31.7043562424063,2
"107","江苏省常州市武进区中国春秋淹城旅游区","江苏省",519,"CZ","武进区",320412,119.926846,31.698838,"常州中国春秋淹城旅游区","野生动物世界",119.922175337745,31.7009606028045,6
"108","江苏省苏州市吴中区重元寺","江苏省",512,"SZ","吴中区",320506,120.781891,31.4062,"苏州重元寺","重元寺",120.777537992991,31.4081831411423,5
"109","江苏省无锡市梁溪区无锡博物院","江苏省",510,"WX","梁溪区",320213,120.305869,31.54961,"无锡博物院","无锡博物馆",120.30126364635,31.551502456852,9
"110","江苏省无锡市新吴区鸿山遗址博物馆","江苏省",510,"WX","新吴区",320214,120.508123,31.49274,"无锡鸿山遗址博物馆","鸿山遗址",120.503721640088,31.4947144161811,5
"111","江苏省无锡市滨湖区太湖欢乐园","江苏省",510,"WX","滨湖区",320211,120.23592,31.58357,"无锡动物园·太湖欢乐园","无锡动物园",120.231319340713,31.5855108303782,21
"112","江苏省常州市溧阳市天目湖","江苏省",519,"CZ","溧阳市",320481,119.53349,31.181829,"常州天目湖御水温泉景区","御水温泉",119.52849478715,31.1839965674844,129
"113","江苏省苏州市吴中区金鸡湖景区","江苏省",512,"SZ","吴中区",320506,120.698571,31.31155,"苏州金鸡湖景区","金鸡湖",120.694254439446,31.3135925273312,2
"114","江苏省苏州市姑苏区七里山塘景区","江苏省",512,"SZ","姑苏区",320508,120.602543,31.31681,"苏州七里山塘景区","山塘",120.598371986354,31.3189906722204,3
"115","江苏省苏州市姑苏区历史文化街区","江苏省",512,"SZ","姑苏区",320508,120.633138,31.31718,"苏州平江历史文化街区","平江",120.628944992193,31.3193357000628,6
"116","江苏省苏州市张家港市张家港市凤凰山景区","江苏省",512,"SZ","张家港市",320582,120.646561,31.76873,"张家港凤凰山景区","凤凰山",120.642309654437,31.7708181198012,74
"117","江苏省苏州市虎丘区太湖国家湿地公园","江苏省",512,"SZ","虎丘区",320505,120.359542,31.32421,"苏州太湖国家湿地公园","苏州太湖国家湿地",120.3548780609,31.3260569867389,1
"118","江苏省苏州市常熟市蒋巷","江苏省",512,"SZ","常熟市",320581,120.96787,31.504674,"常熟蒋巷乡村旅游景区","蒋巷",120.963576830983,31.5067077275275,2
"119","江苏省淮安市清江浦区古淮河文化生态景区","江苏省",517,"HA","清江浦区",320812,119.090455,33.61095,"淮安古淮河文化生态景区","古淮河",119.084824950708,33.6122053038179,6
"120","江苏省淮安市盱眙县军军部纪念馆","江苏省",517,"HA","盱眙县",320830,118.750159,32.88605,"盱眙黄花塘新四军军部纪念馆","黄花塘",118.744855396281,32.8879348088856,39
"121","江苏省淮安市淮安区淮安府署","江苏省",517,"HA","淮安区",320803,119.14577,33.51078,"淮安府署","淮安府署",119.14019740231,33.5121180487412,9
"122","江苏省盐城市亭湖区新四军纪念馆","江苏省",515,"YC","亭湖区",320902,120.161567,33.38966,"盐城新四军纪念馆","盐城新四军",120.156613893834,33.3910705366977,2
"123","江苏省扬州市广陵区茱萸湾风景区","江苏省",514,"YZ","广陵区",321002,119.488737,32.43316,"扬州茱萸湾风景区","茱萸湾",119.483454977356,32.4351834916512,15
"124","江苏省镇江市润州区历史文化街区","江苏省",511,"ZJ","润州区",321111,119.430351,32.21548,"镇江西津渡历史文化街区","西津渡",119.424911374835,32.2173679326582,9
"125","江苏省泰州市姜堰区溱潼","江苏省",523,"TZ","姜堰区",321204,120.083139,32.64218,"姜堰溱潼古镇旅游区","溱潼",120.078109348027,32.6439934067156,2
"126","江苏省南京市鼓楼区森林动物园","江苏省",25,"NJ","鼓楼区",320106,118.799327,32.09528,"南京红山森林动物园","红山",118.794144459322,32.0973669449097,14
"127","江苏省南京市高淳区高淳老街","江苏省",25,"NJ","高淳区",320118,118.869265,31.31952,"南京高淳老街历史文化景区","高淳老街",118.864286735702,31.32170429887,17
"128","江苏省无锡市新吴区鸿山泰伯景区","江苏省",510,"WX","新吴区",320214,120.488323,31.5492,"无锡鸿山泰伯景区","泰伯",120.483839485399,31.5511080675528,12
"129","江苏省无锡市宜兴市宜兴","江苏省",510,"WX","宜兴市",320282,119.783866,31.251112,"宜兴张公洞旅游景区","张公洞",119.778938498577,31.2531679972705,61
"130","江苏省徐州市新沂市新沂","江苏省",516,"XZ","新沂市",320381,118.07264,34.176728,"新沂窑湾古镇景区","窑湾",118.0668263081,34.1778644042169,28
"131","江苏省常州市武进区环球动漫嬉戏谷","江苏省",519,"CZ","武进区",320412,120.047263,31.50044,"常州环球动漫嬉戏谷","嬉戏谷",120.042366255517,31.502267005025,13
"132","江苏省苏州市吴中区太湖旅游区","江苏省",512,"SZ","吴中区",320506,120.444477,31.218901,"苏州吴中太湖旅游区","吴中太湖",120.439873739969,31.2207956953625,3
"133","江苏省苏州市太仓市现代农业园","江苏省",512,"SZ","太仓市",320585,121.174596,31.54613,"太仓现代农业园","太仓现代农业",121.170050432246,31.5479739267962,1
"134","江苏省南通市如皋市水绘园景区","江苏省",513,"NT","如皋市",320682,120.570074,32.3953,"如皋水绘园景区","水绘园",120.565784955743,32.3975113582336,8
"135","江苏省南通市海门市国际家纺馆家纺产业旅游区","江苏省",513,"NT","海门市",320684,121.083578,31.96522,"海门叠石桥国际家纺馆·家纺产业旅游区","家纺",121.078904925061,31.9670191288076,5
"136","江苏省南通市如皋市中国工农红军第十四军纪念馆","江苏省",513,"NT","如皋市",320682,120.592057,32.38616,"如皋中国工农红军第十四军纪念馆","第十四军",120.587794199822,32.3883881872162,5
"137","江苏省连云港市灌云县大伊山风景区","江苏省",518,"LYG","灌云县",320723,119.23893,34.31355,"灌云大伊山风景区","大伊山",119.233443419977,34.3147806199067,134
"138","江苏省连云港市","江苏省",518,"LYG","list()",320700,118.680306,34.602567,"连云港东海羽泉景区","羽泉",118.67492937779,34.6036998364582,37
"139","江苏省淮安市淮安区中国漕运博物馆","江苏省",517,"HA","淮安区",320803,119.145023,33.50713,"淮安中国漕运博物馆景区","漕运",119.139449349965,33.5084685200171,12
"140","江苏省扬州市广陵区历史文化旅游区","江苏省",514,"YZ","广陵区",321002,119.452683,32.39793,"扬州东关历史文化旅游区","东关",119.447278606359,32.3998624271923,9
"141","江苏省镇江市京口区焦山","江苏省",511,"ZJ","京口区",321102,119.484063,32.23905,"镇江金山·焦山·北固山景区","金山焦山北固山",119.478781253247,32.2410594894602,52
"142","江苏省镇江市丹徒区中国醋文化博物馆","江苏省",511,"ZJ","丹徒区",321112,119.479579,32.10376,"镇江中国醋文化博物馆","醋文化",119.474293014913,32.1057348922362,20
"143","江苏省宿迁市泗阳县杨树博物馆","江苏省",527,"SQ","泗阳县",321323,118.689791,33.68025,"泗阳杨树博物馆","杨树",118.684485190428,33.6817332075656,24
"144","江苏省宿迁市宿豫区湖滨公园","江苏省",527,"SQ","宿豫区",321311,118.272683,34.05282,"宿迁湖滨公园景区","宿迁湖滨公园",118.267169706267,34.0541489095025,23
"145","江苏省苏州市常熟市沙家浜","江苏省",512,"SZ","常熟市",320581,120.798127,31.548807,"苏州沙家浜·虞山尚湖旅游区","沙家浜虞山尚湖",120.793787422243,31.5507862004871,4
"146","江苏省南京市浦口区珍珠泉风景区","江苏省",25,"NJ","浦口区",320111,118.663018,32.124457,"南京珍珠泉风景区","珍珠泉",118.657918358404,32.1266203178316,27
"147","江苏省无锡市新吴区中华赏石园","江苏省",510,"WX","新吴区",320214,120.509633,31.50247,"无锡中华赏石园景区","赏石园",120.505236663105,31.5044473986651,9
"148","江苏省徐州市鼓楼区龟山景区","江苏省",516,"XZ","鼓楼区",320302,117.138295,34.30726,"徐州龟山景区","龟山",117.132440735083,34.308379886976,54
"149","江苏省苏州市吴中区天平山景区","江苏省",512,"SZ","吴中区",320506,120.502977,31.28774,"苏州天平山景区","天平山",120.498572827868,31.2897577947578,45
"150","江苏省苏州市虎丘区石湖景区","江苏省",512,"SZ","虎丘区",320505,120.598128,31.24293,"苏州石湖景区","石湖",120.593962484922,31.2451416971829,8
"151","江苏省苏州市虎丘区中国刺绣艺术馆","江苏省",512,"SZ","虎丘区",320505,120.345241,31.33452,"苏州中国刺绣艺术馆","刺绣",120.340595068628,31.3363872679881,8
"152","江苏省连云港市","江苏省",518,"LYG","list()",320700,119.225581,34.593995,"连云港革命历史纪念馆","连云港革命",119.22005431037,34.5950358388322,2
"153","江苏省盐城市阜宁县金沙湖旅游区","江苏省",515,"YC","阜宁县",320923,119.80316,33.71892,"阜宁金沙湖旅游区","金沙湖",119.798052648191,33.7203603184868,0
"154","江苏省徐州市云龙区徐州博物馆","江苏省",516,"XZ","云龙区",320303,117.186093,34.25058,"徐州市博物馆","徐州市博物馆",117.180322944368,34.2518086141527,41
"155","江苏省徐州市贾汪区蟠桃佛教文化景区","江苏省",516,"XZ","贾汪区",320305,117.266537,34.29538,"徐州蟠桃山佛教文化景区","蟠桃山",117.260800831908,34.2966508795307,61
"156","江苏省连云港市","江苏省",518,"LYG","list()",320700,119.427938,34.704747,"连云港海上云台山景区","海上云台山",119.422242770884,34.7055260649263,35
"157","江苏省淮安市淮安区吴承恩故居","江苏省",517,"HA","淮安区",320803,119.138706,33.52792,"淮安吴承恩故居景区","吴承恩",119.133118843128,33.5292394876166,7
"158","江苏省南京市溧水区白马村","江苏省",25,"NJ","溧水区",320117,119.188863,31.56939,"南京白马如意文化艺术中心（周园）","白马如意",119.183570334723,31.5712886467465,24
